rsid,metabolite_id,p,gene,study,biochemical_name
rs148417916,metabolite_100002106,1.058e-12,CERS4,Yin et. al. 2022,"sphingomyelin (d18:1/18:1, d18:2/18:0)"
rs148417916,metabolite_100006292,4.401e-15,CERS4,Yin et. al. 2022,"sphingomyelin (d18:1/20:1, d18:2/20:0)*"
rs527480139,metabolite_100002106,2.51e-19,CERS4,Yin et. al. 2022,"sphingomyelin (d18:1/18:1, d18:2/18:0)"
rs117844599,metabolite_1538,1.403e-13,CERS4,Yin et. al. 2022,stearoyl sphingomyelin (d18:1/18:0)
rs149556562,metabolite_100006290,1.291e-11,CERS4,Yin et. al. 2022,"sphingomyelin (d18:1/20:0, d16:1/22:0)*"
rs144294115,metabolite_100015787,9.494e-17,unknown,Yin et. al. 2022,"sphingomyelin (d18:1/19:0, d19:1/18:0)*"
rs528738621,metabolite_100002107,3.413e-11,LDLR,Yin et. al. 2022,palmitoyl sphingomyelin (d18:1/16:0)
rs528738621,metabolite_100008954,3.647e-12,LDLR,Yin et. al. 2022,palmitoyl dihydrosphingomyelin (d18:0/16:0)*
rs55791371,metabolite_266,1.391e-12,LDLR,Yin et. al. 2022,cholesterol
rs12151303,metabolite_100001593,4.578e-11,GCDH,Yin et. al. 2022,glutarylcarnitine (C5-DC)
rs8012,metabolite_100001593,8.841e-104,GCDH,Yin et. al. 2022,glutarylcarnitine (C5-DC)
rs148254076,metabolite_100004243,5.742e-11,CYP4F2,Yin et. al. 2022,gamma-CEHC glucuronide*
rs148254076,metabolite_100005977,6.248e-14,CYP4F2,Yin et. al. 2022,alpha-CMBHC glucuronide
rs148254076,metabolite_100019982,8.092e-15,CYP4F2,Yin et. al. 2022,octadecadienedioate (C18:2-DC)*
rs2108622,metabolite_100002094,1.518e-37,CYP4F2,Yin et. al. 2022,gamma-CEHC
rs72445080,metabolite_100005996,7.646e-13,CYP4F2,Yin et. al. 2022,octadecenedioylcarnitine (C18:1-DC)*
rs72445080,metabolite_100019978,1.091e-11,CYP4F2,Yin et. al. 2022,octadecenedioate (C18:1-DC)
rs911486174,metabolite_100002106,9.702e-14,CERS1,Yin et. al. 2022,"sphingomyelin (d18:1/18:1, d18:2/18:0)"
rs1013893365,metabolite_100001882,2.168e-106,CERS1,Yin et. al. 2022,glycosyl-N-stearoyl-sphingosine (d18:1/18:0)
rs150057262,metabolite_100010922,2.665e-11,TM6SF2,Yin et. al. 2022,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*
rs187429064,metabolite_100009139,2.518e-14,TM6SF2,Yin et. al. 2022,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*
rs187429064,metabolite_100009140,3.986e-11,TM6SF2,Yin et. al. 2022,1-myristoyl-2-docosahexaenoyl-GPC (14:0/22:6)*
rs187429064,metabolite_100010936,6.774e-20,TM6SF2,Yin et. al. 2022,oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*
rs8100204,metabolite_100010937,1.287e-13,TM6SF2,Yin et. al. 2022,oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*
rs140868651,metabolite_100010936,1.287e-14,TM6SF2,Yin et. al. 2022,oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*
rs182611493,metabolite_100010930,4.302e-14,TM6SF2,Yin et. al. 2022,palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*
rs61433192,metabolite_100000963,1.007e-35,SLC7A9,Yin et. al. 2022,homocitrulline
rs56113850,metabolite_100000445,2.883e-12,CYP2A6,Yin et. al. 2022,theobromine
rs56113850,metabolite_100000453,2.195e-19,CYP2A6,Yin et. al. 2022,paraxanthine
rs56113850,metabolite_100001108,8.901e-18,CYP2A6,Yin et. al. 2022,3-methylxanthine
rs56113850,metabolite_100004318,6.809e-15,CYP2A6,Yin et. al. 2022,indolin-2-one
rs56113850,metabolite_100006260,2.211e-11,CYP2A6,Yin et. al. 2022,6-hydroxyindole sulfate
rs390082,metabolite_100010936,9.92e-13,unknown,Yin et. al. 2022,oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*
rs76531193,metabolite_100000792,7.898e-12,SULT2A1,Yin et. al. 2022,dehydroepiandrosterone sulfate (DHEA-S)
rs76531193,metabolite_100001992,5.849e-97,SULT2A1,Yin et. al. 2022,"androstenediol (3beta,17beta) disulfate (1)"
rs76531193,metabolite_100001993,2.004e-142,unknown,Yin et. al. 2022,pregnenediol disulfate (C21H34O8S2)*
rs76531193,metabolite_100001999,1.207e-16,SULT2A1,Yin et. al. 2022,21-hydroxypregnenolone disulfate
rs62128825,metabolite_100001988,2.134e-23,SULT2A1,Yin et. al. 2022,"5alpha-pregnan-3beta,20alpha-diol disulfate"
rs62128825,metabolite_100021104,2.034e-197,SULT2A1,Yin et. al. 2022,pregnenetriol disulfate*
rs296387,metabolite_100002003,2.576e-27,SULT2A1,Yin et. al. 2022,21-hydroxypregnenolone monosulfate (1)
rs398121045,metabolite_100001073,6.803e-27,SULT2A1,Yin et. al. 2022,androsterone sulfate
rs71181604,metabolite_100002018,2.277e-17,SULT2A1,Yin et. al. 2022,"5alpha-androstan-3alpha,17beta-diol monosulfate (1)"
rs71181604,metabolite_100020823,2.958e-15,SULT2A1,Yin et. al. 2022,lithocholate sulfate (1)
rs10670440,metabolite_100002027,3.48e-93,SULT2A1,Yin et. al. 2022,"androstenediol (3alpha, 17alpha) monosulfate (3)"
rs10670440,metabolite_100002761,2.713e-40,SULT2A1,Yin et. al. 2022,androsterone glucuronide
rs10670440,metabolite_100006641,6.247e-36,SULT2A1,Yin et. al. 2022,glycochenodeoxycholate 3-sulfate
rs10670440,metabolite_100006642,1.367e-15,SULT2A1,Yin et. al. 2022,glycodeoxycholate 3-sulfate
rs10670440,metabolite_100021331,2.767e-14,SULT2A1,Yin et. al. 2022,metabolonic lactone sulfate
rs62129966,metabolite_100002026,2.737e-115,SULT2A1,Yin et. al. 2022,"androstenediol (3alpha, 17alpha) monosulfate (2)"
rs62129966,metabolite_100004182,3.737e-18,SULT2A1,Yin et. al. 2022,3b-hydroxy-5-cholenoic acid
rs10425629,metabolite_100003470,1.37e-28,SULT2A1,Yin et. al. 2022,pregnanediol-3-glucuronide
rs10426201,metabolite_100006005,6.733e-78,SULT2A1,Yin et. al. 2022,"5alpha-androstan-3alpha,17beta-diol monosulfate (2)"
rs55662444,metabolite_100001548,1.298e-13,SULT2A1,Yin et. al. 2022,testosterone sulfate
rs177037,metabolite_100001993,2.799e-19,SULT2A1,Yin et. al. 2022,pregnenediol disulfate (C21H34O8S2)*
rs177037,metabolite_100002017,2.52e-37,SULT2A1,Yin et. al. 2022,"5alpha-androstan-3alpha,17beta-diol disulfate"
rs144750269,metabolite_100021104,1.222e-11,SULT2A1,Yin et. al. 2022,pregnenetriol disulfate*
rs62129970,metabolite_100002014,4.59e-31,SULT2A1,Yin et. al. 2022,"5alpha-pregnan-3beta,20alpha-diol monosulfate (2)"
rs753574598,metabolite_100006005,9.094e-12,SULT2A1,Yin et. al. 2022,"5alpha-androstan-3alpha,17beta-diol monosulfate (2)"
rs16981893,metabolite_100002067,2.566e-16,SULT2A1,Yin et. al. 2022,pregnenediol sulfate (C21H34O5S)*
rs16981893,metabolite_100002129,4.057e-12,SULT2A1,Yin et. al. 2022,pregnenolone sulfate
rs16981893,metabolite_100006005,1.467e-30,SULT2A1,Yin et. al. 2022,"5alpha-androstan-3alpha,17beta-diol monosulfate (2)"
rs61751862,metabolite_100006292,4.964e-14,SPHK2,Yin et. al. 2022,"sphingomyelin (d18:1/20:1, d18:2/20:0)*"
rs2576452,metabolite_100009066,2.444e-46,MBOAT7,Yin et. al. 2022,1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*
rs641738,metabolite_100000616,1.632e-54,MBOAT7,Yin et. al. 2022,1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)
rs1379749517,metabolite_100001655,8.465e-14,MBOAT7,Yin et. al. 2022,1-palmitoyl-GPI (16:0)
rs1379749517,metabolite_100001777,7.849e-22,MBOAT7,Yin et. al. 2022,1-oleoyl-GPI (18:1)
rs626283,metabolite_100008993,8.135e-15,MBOAT7,Yin et. al. 2022,1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*
rs8736,metabolite_100001654,1.245e-27,MBOAT7,Yin et. al. 2022,1-arachidonoyl-GPI (20:4)*
rs8736,metabolite_100001778,6.448e-53,MBOAT7,Yin et. al. 2022,1-linoleoyl-GPI (18:2)*
rs8736,metabolite_100008994,2.752e-55,MBOAT7,Yin et. al. 2022,1-stearoyl-2-linoleoyl-GPI (18:0/18:2)
rs8736,metabolite_100009181,5.21e-19,MBOAT7,Yin et. al. 2022,1-stearoyl-2-oleoyl-GPI (18:0/18:1)*
rs8736,metabolite_1528,3.56e-57,MBOAT7,Yin et. al. 2022,1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)
rs56154925,metabolite_100009069,4.387e-14,TMEM86B,Yin et. al. 2022,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*
rs4374298,metabolite_100009002,3.346e-14,TMEM86B,Yin et. al. 2022,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*
rs147464959,metabolite_100004182,4.337e-13,SLC27A5,Yin et. al. 2022,3b-hydroxy-5-cholenoic acid
rs141583725,metabolite_100020409,3.51e-12,SLC23A2,Yin et. al. 2022,ascorbic acid 3-sulfate*
rs4814175,metabolite_100009027,5.991e-14,SPTLC3,Yin et. al. 2022,"sphingomyelin (d18:0/18:0, d19:0/17:0)*"
rs4814175,metabolite_100009038,2.349e-33,SPTLC3,Yin et. al. 2022,myristoyl dihydrosphingomyelin (d18:0/14:0)*
rs4814175,metabolite_100015792,5.036e-72,SPTLC3,Yin et. al. 2022,"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*"
rs1321940,metabolite_100015727,1.424e-41,SPTLC3,Yin et. al. 2022,"ceramide (d16:1/24:1, d18:1/22:1)*"
rs1321940,metabolite_100015755,1.515e-18,SPTLC3,Yin et. al. 2022,"ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*"
rs364585,metabolite_100015786,2.039e-51,SPTLC3,Yin et. al. 2022,"sphingomyelin (d18:0/20:0, d16:0/22:0)*"
rs168622,metabolite_100006296,1.444e-22,SPTLC3,Yin et. al. 2022,"sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*"
rs168622,metabolite_100008920,8.242e-15,SPTLC3,Yin et. al. 2022,"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)"
rs686548,metabolite_100006290,1.465e-23,SPTLC3,Yin et. al. 2022,"sphingomyelin (d18:1/20:0, d16:1/22:0)*"
rs686548,metabolite_100006295,6.553e-19,SPTLC3,Yin et. al. 2022,"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*"
rs686548,metabolite_100009025,3.594e-24,SPTLC3,Yin et. al. 2022,"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*"
rs686548,metabolite_100015744,2.669e-13,SPTLC3,Yin et. al. 2022,"ceramide (d18:2/24:1, d18:1/24:2)*"
rs686548,metabolite_100015787,1.908e-29,SPTLC3,Yin et. al. 2022,"sphingomyelin (d18:1/19:0, d19:1/18:0)*"
rs686548,metabolite_100015790,5.757e-14,SPTLC3,Yin et. al. 2022,"sphingomyelin (d18:2/21:0, d16:2/23:0)*"
rs6124830,metabolite_339,1.323e-16,SLC13A3,Yin et. al. 2022,glutarate (C5-DC)
rs4809594,metabolite_100005850,1.662e-11,SLC13A3,Yin et. al. 2022,3-methylglutarylcarnitine (2)
rs2904551,metabolite_480,2.403e-14,PRODH,Yin et. al. 2022,proline
rs2904552,metabolite_480,1.454e-40,PRODH,Yin et. al. 2022,proline
rs16983466,metabolite_480,5.742e-25,PRODH,Yin et. al. 2022,proline
rs5747933,metabolite_480,3.118e-26,PRODH,Yin et. al. 2022,proline
rs148375080,metabolite_480,8.47e-18,PRODH,Yin et. al. 2022,proline
rs188842348,metabolite_480,5.08e-23,PRODH,Yin et. al. 2022,proline
rs5992344,metabolite_480,1.972e-63,PRODH,Yin et. al. 2022,proline
rs1238260924,metabolite_480,1.114e-24,PRODH,Yin et. al. 2022,proline
rs183849822,metabolite_480,3.239e-16,PRODH,Yin et. al. 2022,proline
rs174695,metabolite_100020491,8.816e-13,unknown,Yin et. al. 2022,glucuronide of piperine metabolite C17H21NO3 (3)*
rs174695,metabolite_100020492,1.19e-23,unknown,Yin et. al. 2022,glucuronide of piperine metabolite C17H21NO3 (4)*
rs174695,metabolite_100020493,1.049e-18,unknown,Yin et. al. 2022,glucuronide of piperine metabolite C17H21NO3 (5)*
rs1978233,metabolite_1342,6.075e-11,COMT,Yin et. al. 2022,3-methoxytyrosine
rs5751777,metabolite_100020372,3.928e-80,unknown,Yin et. al. 2022,3-indoleglyoxylic acid
rs2858911,metabolite_100020219,3.538e-112,unknown,Yin et. al. 2022,3-formylindole
rs1402391667,metabolite_100020372,1.389e-16,unknown,Yin et. al. 2022,3-indoleglyoxylic acid
rs79966373,metabolite_100020219,3.664e-22,unknown,Yin et. al. 2022,3-formylindole
rs117510742,metabolite_100001295,1.262e-23,GGT1,Yin et. al. 2022,gamma-glutamyltryptophan
rs145766755,metabolite_1053,1.814e-24,UPB1,Yin et. al. 2022,3-ureidopropionate
rs6004193,metabolite_100001437,2.682e-61,GGT1,Yin et. al. 2022,cysteine-glutathione disulfide
rs549787670,metabolite_100000491,2.121e-16,GGT1,Yin et. al. 2022,gamma-glutamylphenylalanine
rs549787670,metabolite_100001437,1.255e-15,GGT1,Yin et. al. 2022,cysteine-glutathione disulfide
rs554654292,metabolite_100001437,1.844e-15,GGT1,Yin et. al. 2022,cysteine-glutathione disulfide
rs182488695,metabolite_100008998,7.374e-33,SEC14L2,Yin et. al. 2022,gamma-tocopherol/beta-tocopherol
rs182488695,metabolite_100015735,2.708e-11,unknown,Yin et. al. 2022,"ceramide (d18:1/14:0, d16:1/16:0)*"
rs182488695,metabolite_1105,2.509e-16,SEC14L2,Yin et. al. 2022,alpha-tocopherol
rs5994305,metabolite_100008998,2.945e-15,SEC14L2,Yin et. al. 2022,gamma-tocopherol/beta-tocopherol
rs11089792,metabolite_100020414,3.362e-14,unknown,Yin et. al. 2022,6-bromotryptophan
rs146608926,metabolite_100020414,3.696e-13,unknown,Yin et. al. 2022,6-bromotryptophan
rs11554714,metabolite_407,1.015e-11,unknown,Yin et. al. 2022,lysine
rs8135371,metabolite_100001664,1.551e-21,ADSL,Yin et. al. 2022,N6-succinyladenosine
rs8192461,metabolite_100001664,9.378e-27,ADSL,Yin et. al. 2022,N6-succinyladenosine
rs773404017,metabolite_100001664,2.302e-44,ADSL,Yin et. al. 2022,N6-succinyladenosine
rs35742686,metabolite_100002773,1.849e-22,unknown,Yin et. al. 2022,solanidine
rs5751229,metabolite_100002773,4.42e-26,unknown,Yin et. al. 2022,solanidine
rs34989800,metabolite_100015620,8.134e-18,A4GALT,Yin et. al. 2022,lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*
rs140283535,metabolite_1113,2.071e-18,HDAC10,Yin et. al. 2022,4-acetamidobutanoate
rs61748567,metabolite_100016038,9.68e-29,HDAC10,Yin et. al. 2022,(N(1) + N(8))-acetylspermidine
rs61748567,metabolite_192,2.245e-31,HDAC10,Yin et. al. 2022,N-acetylputrescine
rs548223694,metabolite_100001446,9.466e-27,TYMP,Yin et. al. 2022,5-methyluridine (ribothymidine)
rs112723255,metabolite_100001446,2.839e-11,TYMP,Yin et. al. 2022,5-methyluridine (ribothymidine)
rs756647111,metabolite_100001446,2.346e-14,TYMP,Yin et. al. 2022,5-methyluridine (ribothymidine)
rs140522,metabolite_158,2.963e-16,TYMP,Yin et. al. 2022,"5,6-dihydrothymine"
rs397721291,metabolite_100001446,1.998e-32,TYMP,Yin et. al. 2022,5-methyluridine (ribothymidine)
rs470118,metabolite_100001446,9.865e-199,TYMP,Yin et. al. 2022,5-methyluridine (ribothymidine)
rs131785,metabolite_535,2.578e-17,TYMP,Yin et. al. 2022,uridine
rs5770887,metabolite_100001446,2.936e-15,TYMP,Yin et. al. 2022,5-methyluridine (ribothymidine)
rs1637781,metabolite_100020409,6.328e-49,ARSD|ARSL,Yin et. al. 2022,ascorbic acid 3-sulfate*
rs211644,metabolite_100001755,8.516e-12,ARSD|ARSL,Yin et. al. 2022,4-vinylphenol sulfate
rs169828,metabolite_100020515,2.287e-28,ARSD|ARSL,Yin et. al. 2022,2-naphthol sulfate
rs5979866,metabolite_100000792,2.292e-14,STS,Yin et. al. 2022,dehydroepiandrosterone sulfate (DHEA-S)
rs5979866,metabolite_100001993,4.904e-13,STS,Yin et. al. 2022,pregnenediol disulfate (C21H34O8S2)*
rs5979866,metabolite_100002028,4.907e-11,STS,Yin et. al. 2022,"androstenediol (3beta,17beta) monosulfate (1)"
rs5979866,metabolite_100002067,5.053e-15,STS,Yin et. al. 2022,pregnenediol sulfate (C21H34O5S)*
rs10458,metabolite_100002009,3.562e-14,STS,Yin et. al. 2022,"5alpha-pregnan-3beta,20beta-diol monosulfate (1)"
rs10458,metabolite_100002029,5.928e-44,STS,Yin et. al. 2022,"androstenediol (3beta,17beta) monosulfate (2)"
rs10458,metabolite_100003470,4.686e-16,STS,Yin et. al. 2022,pregnanediol-3-glucuronide
rs10458,metabolite_100021104,2.854e-16,STS,Yin et. al. 2022,pregnenetriol disulfate*
rs61735967,metabolite_100001734,3.644e-80,HDAC6,Yin et. al. 2022,N6-acetyllysine
rs1264007,metabolite_100001597,1.4e-29,HSD17B10,Yin et. al. 2022,tiglylcarnitine (C5:1-DC)
rs201378370,metabolite_100001597,5.213e-122,HSD17B10,Yin et. al. 2022,tiglylcarnitine (C5:1-DC)
rs201378370,metabolite_100002458,2.785e-13,HSD17B10,Yin et. al. 2022,3-methylglutaconate
rs201378370,metabolite_1161,2.917e-39,HSD17B10,Yin et. al. 2022,tigloylglycine
rs1804495,metabolite_1094,3.109e-106,SERPINA7,Yin et. al. 2022,thyroxine
rs4830159,metabolite_100001167,1.688e-25,XPNPEP2,Yin et. al. 2022,pro-hydroxy-pro
rs7887186,metabolite_100001994,1.596e-18,unknown,Yin et. al. 2022,"androstenediol (3beta,17beta) disulfate (2)"
rs5905042,metabolite_100001548,3.228e-19,unknown,Yin et. al. 2022,testosterone sulfate
rs5905042,metabolite_100001987,1.571e-20,unknown,Yin et. al. 2022,"5alpha-androstan-3beta,17beta-diol disulfate"
rs5905042,metabolite_100002017,3.263e-57,unknown,Yin et. al. 2022,"5alpha-androstan-3alpha,17beta-diol disulfate"
rs5905042,metabolite_100002026,2.693e-15,unknown,Yin et. al. 2022,"androstenediol (3alpha, 17alpha) monosulfate (2)"
rs5905042,metabolite_100006005,1.652e-57,unknown,Yin et. al. 2022,"5alpha-androstan-3alpha,17beta-diol monosulfate (2)"
,metabolite_189,5.932e-11,TMLHE,Yin et. al. 2022,"N6,N6,N6-trimethyllysine"
rs7604682,metabolite_100001256,0.0,ALMS1,"Hysi, Mangino et. al. 2022",N-acetylphenylalanine
rs55826256,metabolite_999952504,0.0,ACOT6,"Hysi, Mangino et. al. 2022",X - 24309
chr2:234664586,metabolite_250,0.0,UGT1A8,"Hysi, Mangino et. al. 2022",biliverdin
rs12367888,metabolite_100009264,0.0,SLCO1B1,"Hysi, Mangino et. al. 2022",glycochenodeoxycholate glucuronide (1)
chr4:69375591,metabolite_100020550,0.0,TMPRSS11E,"Hysi, Mangino et. al. 2022",deoxycholic acid glucuronide
rs99780,metabolite_100009124,0.0,FADS2,"Hysi, Mangino et. al. 2022",1-margaroyl-2-arachidonoyl-GPC (17:0/20:4)*
rs191081650,metabolite_100002761,0.0,SLC22A24,"Hysi, Mangino et. al. 2022",androsterone glucuronide
rs34708625,metabolite_2054,0.0,ACADS,"Hysi, Mangino et. al. 2022",ethylmalonate
rs37370,metabolite_1114,0.0,AGXT2,"Hysi, Mangino et. al. 2022",3-aminoisobutyrate
rs7567585,metabolite_100004523,0.0,ALMS1,"Hysi, Mangino et. al. 2022",N-delta-acetylornithine
rs6546847,metabolite_100001253,0.0,ALMS1,"Hysi, Mangino et. al. 2022",N-acetylglutamine
rs4921914,metabolite_100001402,0.0,NAT2,"Hysi, Mangino et. al. 2022",5-acetylamino-6-formylamino-3-methyluracil
rs11541956,metabolite_100001416,0.0,NT5C,"Hysi, Mangino et. al. 2022",orotidine
rs6546847,metabolite_100001266,0.0,ALMS1,"Hysi, Mangino et. al. 2022",N-acetylarginine
chr4:69373747,metabolite_999946701,0.0,TMPRSS11E,"Hysi, Mangino et. al. 2022",X - 19141
rs17788484,metabolite_444,6.78e-11,ARG1,"Hysi, Mangino et. al. 2022",ornithine
rs4725960,metabolite_192,6.73e-11,ABP1,"Hysi, Mangino et. al. 2022",N-acetylputrescine
rs12214933,metabolite_565,6.43e-11,SLC16A10,"Hysi, Mangino et. al. 2022",tryptophan
rs1047891,metabolite_100001668,6.29e-11,CPS1,"Hysi, Mangino et. al. 2022",1-ribosyl-imidazoleacetate*
rs61729313,metabolite_100006430,6.13e-11,SAMD15,"Hysi, Mangino et. al. 2022",arabitol/xylitol
rs438811,metabolite_100010919,6.1e-11,TOMM40,"Hysi, Mangino et. al. 2022",oleoyl-oleoyl-glycerol (18:1/18:1) [2]*
rs603424,metabolite_100008918,6e-11,PKD2L1,"Hysi, Mangino et. al. 2022",1-(1-enyl-stearoyl)-2-arachidonoyl-GPC (P-18:0/20:4)
rs4801776,metabolite_566,5.95e-11,BCAT2,"Hysi, Mangino et. al. 2022",valine
rs571046759,metabolite_1124,5.71e-11,SLC13A5,"Hysi, Mangino et. al. 2022",citrate
rs7161062,metabolite_100000961,5.35e-11,WDR25,"Hysi, Mangino et. al. 2022",homoarginine
rs578222450,metabolite_100002009,5.26e-11,CARNS1,"Hysi, Mangino et. al. 2022","5alpha-pregnan-3beta,20beta-diol monosulfate (1)"
rs74884944,metabolite_1442,4.91e-11,PLEKHG5,"Hysi, Mangino et. al. 2022",beta-hydroxyisovalerate
rs74637339,metabolite_100000743,4.38e-11,HACL1,"Hysi, Mangino et. al. 2022",2-hydroxyoctanoate
rs578222450,metabolite_100001126,4.32e-11,CARNS1,"Hysi, Mangino et. al. 2022",gamma-glutamylvaline
rs1469586932,metabolite_100000656,4.3e-11,DOCK7,"Hysi, Mangino et. al. 2022",1-stearoyl-GPI (18:0)
rs530885291,metabolite_100008976,4.27e-11,SIDT2,"Hysi, Mangino et. al. 2022",1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*
rs57208996,metabolite_999952502,4.22e-11,RASAL3,"Hysi, Mangino et. al. 2022",X - 24307
rs2000825,metabolite_100009184,4.02e-11,LIPG,"Hysi, Mangino et. al. 2022",1-stearoyl-2-dihomo-linolenoyl-GPI (18:0/20:3n3 or 6)*
rs11750211,metabolite_1342,3.96e-11,SLC6A19,"Hysi, Mangino et. al. 2022",3-methoxytyrosine
rs10922532,metabolite_999949515,3.9e-11,CCBL2,"Hysi, Mangino et. al. 2022",X - 23639
rs429358,metabolite_100008976,3.8e-11,APOE,"Hysi, Mangino et. al. 2022",1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*
rs61803013,metabolite_999946620,3.71e-11,FCGR3B,"Hysi, Mangino et. al. 2022",X - 12462
rs56252725,metabolite_100009184,3.7e-11,PDXDC1,"Hysi, Mangino et. al. 2022",1-stearoyl-2-dihomo-linolenoyl-GPI (18:0/20:3n3 or 6)*
rs8086351,metabolite_100008994,3.61e-11,LIPG,"Hysi, Mangino et. al. 2022",1-stearoyl-2-linoleoyl-GPI (18:0/18:2)
rs3817621,metabolite_231,3.58e-11,DNASE2,"Hysi, Mangino et. al. 2022",arginine
rs143746337,metabolite_100001509,3.47e-11,CSF2,"Hysi, Mangino et. al. 2022",2-methylbutyrylcarnitine (C5)
rs4665972,metabolite_564,3.16e-11,SNX17,"Hysi, Mangino et. al. 2022",threonine
rs56050010,metabolite_100009264,3.1e-11,ABCC2,"Hysi, Mangino et. al. 2022",glycochenodeoxycholate glucuronide (1)
rs635634,metabolite_100005384,3.06e-11,ABO,"Hysi, Mangino et. al. 2022",O-sulfo-L-tyrosine
rs7542137,metabolite_1442,2.99e-11,THEM4,"Hysi, Mangino et. al. 2022",beta-hydroxyisovalerate
rs61729313,metabolite_1111,2.94e-11,SAMD15,"Hysi, Mangino et. al. 2022",vanillylmandelate (VMA)
rs57652769,metabolite_100004635,2.85e-11,MAF,"Hysi, Mangino et. al. 2022",methionine sulfone
rs9874508,metabolite_100001006,2.81e-11,ALDH1L1,"Hysi, Mangino et. al. 2022",N-acetylglycine
rs12149545,metabolite_100009014,2.7e-11,CETP,"Hysi, Mangino et. al. 2022",1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*
rs10058074,metabolite_999932698,2.52e-11,SLC22A4,"Hysi, Mangino et. al. 2022",X - 11381
rs72552254,metabolite_100000840,2.5e-11,SLC23A1,"Hysi, Mangino et. al. 2022",tartronate (hydroxymalonate)
rs189314066,metabolite_100001287,2.32e-11,SLC22A25,"Hysi, Mangino et. al. 2022",epiandrosterone sulfate
rs7412,metabolite_1538,2.27e-11,APOE,"Hysi, Mangino et. al. 2022",stearoyl sphingomyelin (d18:1/18:0)
rs157595,metabolite_100000616,2.22e-11,APOC1,"Hysi, Mangino et. al. 2022",1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)
rs17101394,metabolite_100009028,2.2e-11,SGPP1,"Hysi, Mangino et. al. 2022",N-palmitoyl-sphinganine (d18:0/16:0)
rs7992587,metabolite_999933132,2.19e-11,CLYBL,"Hysi, Mangino et. al. 2022",X - 11787
chr17:6948720,metabolite_1024,2.14e-11,SLC16A13,"Hysi, Mangino et. al. 2022",pantothenate
rs1871395,metabolite_100001988,2.09e-11,SLCO1B1,"Hysi, Mangino et. al. 2022","5alpha-pregnan-3beta,20alpha-diol disulfate"
rs2070895,metabolite_100001569,2.08e-11,LIPC,"Hysi, Mangino et. al. 2022",1-oleoyl-GPE (18:1)
rs174568,metabolite_100002876,2.05e-11,FADS2,"Hysi, Mangino et. al. 2022",1-(1-enyl-oleoyl)-GPC (P-18:1)*
rs1198418276,metabolite_355,1.98e-11,CCDC38,"Hysi, Mangino et. al. 2022",histidine
rs13392872,metabolite_100000282,1.97e-11,ALMS1,"Hysi, Mangino et. al. 2022",N-acetylglutamate
rs530885291,metabolite_100001870,1.97e-11,SIDT2,"Hysi, Mangino et. al. 2022",1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)
rs578222450,metabolite_1111,1.95e-11,CARNS1,"Hysi, Mangino et. al. 2022",vanillylmandelate (VMA)
rs578222450,metabolite_100001540,1.91e-11,CARNS1,"Hysi, Mangino et. al. 2022",pyroglutamine*
rs2093777,metabolite_100009123,1.89e-11,ELOVL2,"Hysi, Mangino et. al. 2022",1-pentadecanoyl-2-docosahexaenoyl-GPC (15:0/22:6)*
rs74876583,metabolite_100001034,1.72e-11,DDC,"Hysi, Mangino et. al. 2022",indoleacetate
rs1276101672,metabolite_1442,1.66e-11,ACSM2B,"Hysi, Mangino et. al. 2022",beta-hydroxyisovalerate
